seg_key,system,stress_slice,flag_type,suggested_taxonomy,mqm,category,severity,bleu,chrf,comet,source,mt,reference
mastodon_andthisismrspeacock.110348171878131008:en-de::80,ONLINE-W,False,high_chrf_bad_mqm,paraphrase handling issues,5.0,Source issue,Major,34.51395513935866,74.60953984923442,0.772334098815918,This is the stupidest timeline and I hate it <v>dot com</v>.,"Das ist die dümmste Zeitleiste, die ich je gesehen habe, und ich hasse sie dot com.",Das ist die dümmste Zeitleiste und ich hasse sie Punkt com.
mastodon_EU_Commission.110350063913072992:en-de::15,ZengHuiMT,True,high_chrf_bad_mqm,entity substitution/omission,5.0,Accuracy/Addition,Major,34.07909355129019,78.5494514434019,0.7106388807296753,Ukrainian children have a right to grow up in a peaceful and secure environment.,"Ukrainische Kinder haben ein Recht darauf, in einer friedlichen und sicheren Umgebung aufzuwachsen, wenn sie in einer friedlichen und sicheren Umgebung aufwachsen.","Ukrainische Kinder haben das Recht, in einer friedlichen und sicheren Umgebung aufzuwachsen."
mastodon_MLClark.110350771110364992:en-de::49,ZengHuiMT,False,high_chrf_bad_mqm,entity substitution/omission,5.0,Accuracy/Addition,Major,39.281465090051306,73.54657051375727,0.6972085237503052,"Kindness with ourselves is activism, too.","Freundlichkeit mit uns selbst ist Aktivismus, auch Aktivismus.",Freundlichkeit im Umgang mit uns selbst ist auch Aktivismus.
mastodon_ashanti-development-working-with-farming-communities-in-ghana.110350775326024000:en-de::83,Lan-BridgeMT,True,high_chrf_bad_mqm,number corruption,4.0,Accuracy/Mistranslation,Minor,45.46950065588291,74.74416097024485,0.8348109126091003,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming. Communities gain the knowledge to embed and support their own development.","Ashanti Development arbeitet seit fast zwanzig Jahren mit einer ständig wachsenden Anzahl von Gemeinden in der Region Ashanti in Ghana zusammen, engagiert sich mit Gemeinden und unterstützt Wasser und Sanitärversorgung, Bildung, Gesundheitsversorgung, Baumpflanzung und Landwirtschaft. Gemeinschaften erlangen das Wissen, um ihre eigene Entwicklung einzubetten und zu unterstützen.","Ashanti Development arbeitet seit fast 20 Jahren mit einer immer größer werdenden Anzahl von Gemeinden in der Ashanti-Region in Ghana zusammen und engagiert sich in den Gemeinden und unterstützt sie in den Bereichen Wasser- und Abwasser, Bildung, Gesundheitsversorgung, Baumpflanzung und Landwirtschaft. Die Gemeinden erlangen das Wissen, um ihre eigene Entwicklung zu gestalten und zu unterstützen."
mastodon_PlayHistory.110351249206604000:en-de::51,NLLB_Greedy,True,low_bleu_good_mqm,paraphrase handling issues,0.0,No-error,No-error,6.439931429457922,60.47347294610628,0.7484769821166992,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,","In 1998-06 Gamefan, in Bezug auf die lange Entwicklung des ersten Unreal-Spiel, Jason Schrieber kommentiert,","Im Gamefan 06/1998 kommentierte Jason Schrieber bezüglich der langen Entwicklungszeit des ersten Unreal-Spiels,"
mastodon_LostGreensFarm.110347867387862000:en-de::40,ONLINE-Y,False,low_bleu_good_mqm,paraphrase handling issues,0.0,No-error,No-error,24.013997285235583,49.56358654064799,0.7549736499786377,Rainy days! Last week got a ton done and feeling much better about field items.,Regentage! Letzte Woche habe ich eine Menge erledigt und fühle mich mit Feldgegenständen viel besser.,"Regnerische Tage! Letzte Woche habe ich viel erledigen können und fühle mich nun viel besser, was die Feldartikel anbelangt."
mastodon_b33fpebble.110351003098104000:en-de::88,ONLINE-B,False,low_bleu_good_mqm,paraphrase handling issues,0.0,No-error,No-error,23.211099674818897,62.368747242965874,0.773032009601593,"Nonetheless, I've had a smattering of plain old snap-traps placed about, and would dutifully replenish the peanut butter on them every few days, as the mice kindly lick it clean. I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them. It worked.","Nichtsdestotrotz hatte ich ein paar einfache alte Schnappfallen herumliegen und füllte alle paar Tage brav die Erdnussbutter auf, während die Mäuse sie freundlicherweise sauber leckten. Ich hatte diese Routine gestern Abend endlich satt, habe alle Fallen von Erdnussbutter befreit und eine Pistazie mit Sekundenkleber darauf geklebt. Es funktionierte.","Dennoch habe ich ein paar einfache alte Schlagfallen aufgestellt, auf die ich alle paar Tage fleißig Erdnussbutter geschmiert habe, da die Mäuse sie netterweise sauber lecken. Gestern Abend hatte ich endlich die Nase voll von diesem Prozedere, säuberte alle Fallen von Erdnussbutter und klebte eine Pistazie mit Sekundenkleber darauf. Es hat funktioniert."
mastodon_ATLeagle.110351251845843008:en-de::1,ONLINE-M,True,low_bleu_good_mqm,paraphrase handling issues,0.0,No-error,No-error,15.093667559450925,52.288096868945466,0.7862684726715088,The UPS store near me won't allow me to write a label or write on the box. The must print the label.,"Der UPS Store in meiner Nähe erlaubt mir nicht, ein Etikett zu schreiben oder auf die Verpackung zu schreiben. Das Etikett muss ausgedruckt werden.","Die UPS-Filiale in meiner Nähe wird es nicht zulassen, dass ich das Etikett per Hand schreibe oder auf den Karton schreibe. Das Etikett muss gedruckt werden."
mastodon_ATLeagle.110351251845843008:en-de::1,NLLB_Greedy,True,low_bleu_good_mqm,paraphrase handling issues,0.0,No-error,No-error,8.058028518356881,43.34160022368293,0.7970823049545288,The UPS store near me won't allow me to write a label or write on the box. The must print the label.,"Der UPS-Laden in meiner Nähe erlaubt mir nicht, ein Etikett zu schreiben oder auf die Box zu schreiben. Sie müssen das Etikett drucken.","Die UPS-Filiale in meiner Nähe wird es nicht zulassen, dass ich das Etikett per Hand schreibe oder auf den Karton schreibe. Das Etikett muss gedruckt werden."
mastodon_bingofuel.110350529855184000:en-de::90,Lan-BridgeMT,True,low_chrf_good_mqm,paraphrase handling issues,0.0,Found,HOTW-test,44.78039777693801,58.61822628223785,0.7228487730026245,"I'm tired of conservative parties and governments wrapping themselves in the brand of pro-business. They aren't, at least not in Alberta.","Ich habe es satt, dass konservative Parteien und Regierungen sich in die Marke der Pro-Business verwickeln. Das sind sie nicht, zumindest nicht in Alberta.","Ich habe die Nase voll von konservativen Parteien und Regierungen, die sich selbst als wirtschaftsfreundlich präsentieren. Das sind sie nicht, zumindest nicht in Alberta."
mastodon_MLClark.110350771110364992:en-de::46,ONLINE-M,False,low_chrf_good_mqm,paraphrase handling issues,0.0,Found,HOTW-test,43.47208719449914,46.324458430242125,0.7392897605895996,We're all such messy critters.,Wir sind alle so unordentliche Kreaturen.,Wir sind alle so chaotische Typen.
mastodon_ATLeagle.110351251845843008:en-de::1,ONLINE-G,True,low_chrf_good_mqm,paraphrase handling issues,0.0,No-error,No-error,27.500728611911004,53.815292977180704,0.7907098531723022,The UPS store near me won't allow me to write a label or write on the box. The must print the label.,"Der UPS Store in meiner Nähe erlaubt mir nicht, ein Etikett zu schreiben oder auf die Schachtel zu schreiben. Das Etikett muss gedruckt werden.","Die UPS-Filiale in meiner Nähe wird es nicht zulassen, dass ich das Etikett per Hand schreibe oder auf den Karton schreibe. Das Etikett muss gedruckt werden."
mastodon_LostGreensFarm.110347867387862000:en-de::40,GPT4-5shot,False,low_chrf_good_mqm,paraphrase handling issues,0.0,No-error,No-error,29.69339818653497,54.61728670401259,0.8219141960144043,Rainy days! Last week got a ton done and feeling much better about field items.,Regentage! Letzte Woche habe ich viel erledigt und fühle mich viel besser bezüglich der Feldgegenstände.,"Regnerische Tage! Letzte Woche habe ich viel erledigen können und fühle mich nun viel besser, was die Feldartikel anbelangt."
mastodon_MLClark.110350771110364992:en-de::47,ONLINE-M,False,low_chrf_good_mqm,paraphrase handling issues,0.0,No-error,No-error,29.36107246614029,55.54126179293382,0.8528825044631958,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,"Aber die sanfte Verzweiflung über unser Chaos ist entscheidend - weil es uns mehr Raum gibt, die Ruinen ringsum anzugehen.","Aber das Mildern der Verzweiflung über unsere Unordentlichkeit ist wichtig – weil es uns mehr Raum gibt, um die Ruinen um uns herum anzugehen."
mastodon_YakyuNightOwl.110351000720991008:en-de::69,ONLINE-A,False,low_comet_good_mqm,paraphrase handling issues,0.0,No-error,No-error,38.35982515281251,60.76489569080644,0.5940442085266113,"Much as we might like some folks, if they are just providing a minor league career to fascists, they probably should wear it.","So sehr wir auch einige Leute mögen mögen, wenn sie Faschisten nur eine Karriere in der Minor League ermöglichen, sollten sie es wahrscheinlich tragen.","So sehr wir manche Leute auch schätzen mögen, wenn sie Faschisten nur eine unbedeutende Karriere bieten, sollten sie es vielleicht tragen."
mastodon_aaronsgiles.110351251990540992:en-de::73,NLLB_MBR_BLEU,True,low_comet_good_mqm,paraphrase handling issues,0.0,No-error,No-error,42.465068857979496,60.38206001613763,0.6650811433792114,"To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.","Für mich ist das eine ziemlich große Annahme, weil es nur die Schaffung der viewport mit einem Direct3D-Objekt, nicht ein Direct3D3-Objekt.","Für mich ist das eine ziemlich große Annahme, da es das Ansichtsfenster nur unter Verwendung eines Direct3D-Objekts erstellt und nicht mit einem Direct3D3-Objekt."
